City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,qingdao,36.0986,120.3719,28.0,100,4,4.47,CN,1675117676
370,dauphin,51.1494,-100.0502,1.54,55,0,13.8,CA,1675117676
371,coihaique,-45.5752,-72.0662,64.35,34,0,9.22,CL,1675117677
372,vostok,46.4856,135.8833,-12.12,98,100,4.63,RU,1675117677
373,cayenne,4.9333,-52.3333,75.24,94,0,3.44,GF,1675117678
374,roros,62.5747,11.3842,28.24,80,75,14.97,NO,1675117678
375,bestobe,52.4994,73.0975,-1.59,82,3,9.1,KZ,1675117679
376,murray bridge,-35.1167,139.2667,62.13,65,0,7.72,AU,1675117679
377,manggar,-2.8833,108.2667,76.98,92,100,7.56,ID,1675117680
378,noshiro,40.2039,140.0242,28.53,61,100,22.84,JP,1675117680
379,calatayud,41.3535,-1.6432,35.6,59,1,3.67,ES,1675117680
380,cherrapunji,25.3,91.7,50.52,49,2,4.23,IN,1675117681
381,loma alta,15.3967,-88.5597,79.56,64,53,4.88,HN,1675117681
382,bani walid,31.7566,13.9942,47.52,69,2,11.07,LY,1675117682
383,jaciara,-15.9653,-54.9683,76.55,84,84,0.94,BR,1675117682
384,dutlwe,-23.9833,23.9,74.26,61,53,10.98,BW,1675117683
385,huarmey,-10.0681,-78.1522,73.99,79,92,6.58,PE,1675117683
386,narsaq,60.9167,-46.05,19.62,73,33,10.51,GL,1675117684
387,buin,-33.7333,-70.75,89.06,29,0,12.41,CL,1675117684
388,buraydah,26.326,43.975,63.05,44,3,12.37,SA,1675117685
389,westport,41.1415,-73.3579,51.13,74,0,0.0,US,1675117455
390,touros,-5.1989,-35.4608,80.04,77,49,15.08,BR,1675117685
391,kokopo,-4.352,152.2633,82.0,72,98,1.28,PG,1675117686
392,ketchikan,55.3422,-131.6461,35.58,86,100,5.75,US,1675117440
393,bangassou,4.7413,22.8184,74.55,37,2,1.79,CF,1675117686
394,paita,-5.0892,-81.1144,77.65,65,24,12.8,PE,1675117687
395,fairbanks,64.8378,-147.7164,27.09,89,75,0.0,US,1675117431
396,usakos,-22.0,15.6,74.3,43,48,7.29,NA,1675117687
397,newtonmore,57.066,-4.1192,39.34,97,96,11.01,GB,1675117688
398,matara,5.9485,80.5353,74.48,90,90,4.43,LK,1675117688
399,jumla,29.2747,82.1838,36.39,58,100,5.37,NP,1675117688
400,phan thiet,10.9333,108.1,70.34,79,73,3.65,VN,1675117689
401,ambilobe,-13.2,49.05,74.91,96,64,0.96,MG,1675117689
402,fort nelson,58.8053,-122.7002,10.94,87,100,1.99,CA,1675117690
403,gravdal,68.1214,13.5031,24.69,100,40,4.45,NO,1675117690
404,bubaque,11.2833,-15.8333,77.59,62,78,15.41,GW,1675117690
405,quatre cocos,-20.2078,57.7625,78.1,84,46,3.44,MU,1675117691
406,nome,64.5011,-165.4064,31.15,100,100,12.66,US,1675117691
407,yurimaguas,-5.9,-76.0833,95.38,30,51,5.79,PE,1675117692
408,natitingou,10.3042,1.3796,76.91,13,62,6.08,BJ,1675117692
409,itoman,26.1247,127.6694,53.62,66,20,4.61,JP,1675117693
410,uyuni,-20.4597,-66.825,61.68,43,77,12.82,BO,1675117693
411,goderich,43.7501,-81.7165,25.92,68,100,13.8,CA,1675117639
412,iquitos,-3.7481,-73.2472,82.44,78,40,5.75,PE,1675117694
413,ouegoa,-20.35,164.4333,80.22,69,75,2.91,NC,1675117694
414,mackenzie,55.2999,-123.1698,8.82,72,40,9.22,CA,1675117695
415,meulaboh,4.1363,96.1285,76.77,89,100,2.55,ID,1675117695
416,ordynskoye,54.3656,81.8994,-4.74,100,95,4.68,RU,1675117695
417,borovoy,55.4333,86.0833,15.08,85,40,8.95,RU,1675117696
418,yarmouth,41.7057,-70.2286,45.14,81,0,3.44,US,1675117696
419,vanimo,-2.6741,141.3028,78.66,86,100,3.69,PG,1675117697
420,dudinka,69.4058,86.1778,-2.33,93,100,16.46,RU,1675117697
421,zonguldak,41.25,31.8333,29.88,98,100,1.41,TR,1675117697
422,samarai,-10.6167,150.6667,82.62,75,69,4.61,PG,1675117698
423,tinskoy,56.1525,96.9161,1.74,98,96,5.06,RU,1675117698
424,waddan,29.1614,16.139,47.59,33,26,7.7,LY,1675117699
425,san vicente,-26.6167,-54.1333,74.17,78,84,3.69,AR,1675117699
426,rantauprapat,2.1,99.8333,72.91,98,95,2.28,ID,1675117699
427,ahualulco,22.4,-101.1667,78.62,19,0,8.59,MX,1675117700
428,pervoye maya,56.164,44.7196,24.28,88,100,13.8,RU,1675117700
429,akdepe,42.0551,59.3788,33.89,59,24,6.11,TM,1675117701
430,linden,6.0,-58.3,74.19,81,43,3.94,GY,1675117646
431,belmonte,-15.8631,-38.8828,76.95,76,2,6.78,BR,1675117701
432,leo,11.1,-2.1,74.03,11,60,7.54,BF,1675117702
433,kangaatsiaq,68.3065,-53.4641,9.63,91,100,13.51,GL,1675117702
434,dhidhdhoo,6.8833,73.1,79.63,75,56,9.22,MV,1675117702
435,champasak,14.75,106.0,59.02,79,17,0.92,LA,1675117703
436,kibuye,-2.0597,29.3482,64.38,76,55,0.29,RW,1675117703
437,progreso,21.2833,-89.6667,88.11,66,2,16.28,MX,1675117704
438,skibbereen,51.55,-9.2667,51.12,82,98,15.99,IE,1675117704
439,atar,20.5169,-13.0499,64.6,26,85,8.72,MR,1675117704
440,havre-saint-pierre,50.2334,-63.5986,17.6,73,100,12.66,CA,1675117705
441,leningradskiy,69.3833,178.4167,5.22,96,100,9.06,RU,1675117705
442,lakes entrance,-37.8811,147.981,62.2,88,98,6.13,AU,1675117706
443,sao joao da barra,-21.6403,-41.0511,78.89,82,96,20.76,BR,1675117706
444,haines junction,60.7522,-137.5108,23.54,93,100,0.85,CA,1675117706
445,kerman,30.2832,57.0788,46.26,61,75,4.61,IR,1675117484
446,saint stephen,50.3333,-4.9,44.87,76,75,8.05,GB,1675117707
447,melioratorov,57.2107,65.6077,10.78,85,0,11.18,RU,1675117707
448,tura,25.5198,90.2201,60.35,62,6,2.04,IN,1675117708
449,nurota,40.5614,65.6886,36.57,80,94,10.45,UZ,1675117708
450,sinnamary,5.3833,-52.95,75.58,89,37,7.76,GF,1675117709
451,makaryev,57.8797,43.8069,24.98,94,100,13.89,RU,1675117709
452,lanxi,29.2195,119.477,39.34,64,0,1.92,CN,1675117709
453,ilhabela,-23.7781,-45.3581,77.13,87,100,6.33,BR,1675117710
454,tomaszow mazowiecki,51.5313,20.0086,35.82,10,100,16.89,PL,1675117710
455,lloydminster,53.2835,-110.0016,3.42,72,75,9.22,CA,1675117662
456,mola di bari,41.0609,17.0873,41.32,65,98,10.47,IT,1675117711
457,bagdarin,54.4333,113.6,-2.24,93,100,4.07,RU,1675117711
458,codrington,-38.2667,141.9667,60.66,70,10,3.56,AU,1675117712
459,yar-sale,66.8333,70.8333,-12.77,100,98,7.9,RU,1675117712
460,richards bay,-28.783,32.0377,70.36,91,100,2.95,ZA,1675117713
461,yurginskoye,56.8189,67.3921,5.38,95,80,7.25,RU,1675117713
462,ribeira brava,32.65,-17.0667,61.43,77,75,9.15,PT,1675117713
463,southbridge,42.0751,-72.0334,48.22,79,40,3.0,US,1675117529
464,ewa beach,21.3156,-158.0072,78.75,74,75,10.36,US,1675117714
465,senanga,-16.1167,23.2667,65.84,94,100,2.55,ZM,1675117714
466,korla,41.7597,86.1469,20.43,59,100,0.92,CN,1675117715
467,snasa,64.2457,12.3778,33.96,77,100,14.58,NO,1675117715
468,pochutla,15.7432,-96.4661,91.22,43,0,6.87,MX,1675117716
469,mgandu,-5.95,34.1333,59.77,87,30,4.63,TZ,1675117716
470,sawtell,-30.3833,153.1,77.18,88,82,8.05,AU,1675117716
471,brae,60.3964,-1.353,36.32,96,100,13.62,GB,1675117717
472,inhambane,-23.865,35.3833,77.45,78,30,11.83,MZ,1675117717
473,praia,14.9215,-23.5087,70.34,68,75,16.11,CV,1675117718
474,luganville,-15.5333,167.1667,81.68,76,100,3.65,VU,1675117718
475,baruun-urt,46.6806,113.2792,-3.53,94,38,5.23,MN,1675117718
476,novyy urengoy,66.0833,76.6333,2.55,96,100,10.54,RU,1675117719
477,anadyr,64.75,177.4833,30.7,86,40,29.08,RU,1675117719
478,serenje,-13.2325,30.2352,62.46,99,100,3.11,ZM,1675117720
479,biak,-0.9131,122.8766,75.56,81,100,2.68,ID,1675117720
480,dharchula,29.85,80.5333,48.25,76,81,6.35,IN,1675117721
481,dahra,36.2546,0.8519,40.39,84,0,3.2,DZ,1675117721
482,aktas,49.7789,72.9608,-4.25,86,100,2.66,KZ,1675117722
483,abu dhabi,24.4667,54.3667,62.96,85,0,2.3,AE,1675117722
484,galesong,-5.3166,119.3661,75.22,84,100,7.94,ID,1675117722
485,buford,34.1207,-84.0043,58.86,91,100,4.61,US,1675117723
486,warrington,53.3925,-2.5802,45.99,84,75,9.22,GB,1675117723
487,ushibuka,32.1906,130.0228,42.37,61,13,4.94,JP,1675117724
488,atwater,37.3477,-120.6091,51.82,44,0,12.66,US,1675117669
489,roald,62.5833,6.1333,39.76,80,40,12.66,NO,1675117724
490,tambovka,50.0969,128.0489,-25.67,100,76,4.21,RU,1675117725
491,uspenka,48.3903,39.1619,36.18,93,100,6.78,UA,1675117725
492,chuhar kana,31.75,73.8,50.13,93,0,5.77,PK,1675117726
493,najran,17.4924,44.1277,57.85,42,20,0.56,SA,1675117726
494,hatillo,18.4863,-66.8254,80.85,79,31,11.99,PR,1675117726
495,kamenka,51.3223,42.7678,29.34,98,100,9.42,RU,1675117727
496,dajal,29.5577,70.3762,53.98,57,0,8.1,PK,1675117727
497,naco,31.3347,-109.9483,62.62,16,0,21.72,MX,1675117728
498,macae,-22.3708,-41.7869,82.15,69,20,11.5,BR,1675117709
499,mukhen,48.1,136.1,-9.8,93,31,6.46,RU,1675117728
500,verkhnevilyuysk,63.4453,120.3167,-51.02,100,76,2.46,RU,1675117729
501,mountain home,43.133,-115.6912,18.88,49,0,0.0,US,1675117729
502,mahanoro,-19.9,48.8,78.19,87,22,3.11,MG,1675117729
503,opuwo,-18.0607,13.84,71.47,50,96,2.68,NA,1675117730
504,geilo,60.5333,8.2076,9.75,90,17,8.7,NO,1675117730
505,port keats,-14.25,129.55,79.84,87,100,5.46,AU,1675117731
506,petropavlovsk-kamchatskiy,53.0452,158.6483,19.99,49,75,11.18,RU,1675117699
507,preobrazheniye,42.9019,133.9064,10.83,77,5,7.38,RU,1675117731
508,shunyi,40.125,116.6453,17.55,67,0,4.47,CN,1675117732
509,beaupre,47.0443,-70.8953,15.46,79,100,2.3,CA,1675117732
510,el dorado,38.7666,-120.5177,49.68,33,0,3.0,US,1675117732
511,antalaha,-14.9003,50.2788,75.83,95,19,4.09,MG,1675117733
512,krasnoselkup,65.7,82.4667,0.07,95,100,14.29,RU,1675117733
513,svetlyy,54.675,20.1347,41.05,82,97,19.51,RU,1675117734
514,safaga,26.7292,33.9365,66.67,44,5,18.81,EG,1675117734
515,kashi,39.4547,75.9797,16.81,86,40,6.71,CN,1675117735
516,mirnyy,62.5353,113.9611,-21.32,99,100,2.1,RU,1675117735
517,aklavik,68.2191,-135.0107,-27.31,99,35,1.34,CA,1675117735
518,mangan,27.5167,88.5333,60.67,41,9,6.44,IN,1675117736
519,bandarbeyla,9.4942,50.8122,74.8,62,65,14.0,SO,1675117736
520,zakamensk,50.3741,103.2863,-9.13,92,6,3.76,RU,1675117737
521,chicama,-7.8447,-79.1469,75.74,57,47,8.81,PE,1675117737
522,ossora,59.2353,163.0719,21.27,94,95,9.44,RU,1675117737
523,bukama,-9.2,25.85,68.95,98,100,2.86,CD,1675117738
524,saint-georges,12.0564,-61.7485,78.48,69,20,9.22,GD,1675117738
525,challans,46.8436,-1.8749,47.97,95,100,1.88,FR,1675117739
526,pakaur,24.6333,87.85,64.04,54,99,6.04,IN,1675117739
527,plettenberg bay,-34.0527,23.3716,65.39,83,1,11.56,ZA,1675117740
528,clinton,42.587,-82.9199,25.95,69,100,10.36,US,1675117740
529,saint-pierre,-21.3393,55.4781,80.28,69,40,5.75,RE,1675117741
530,umba,66.6871,34.3429,27.14,97,100,9.73,RU,1675117741
531,gambiran,-6.7988,111.4951,75.13,91,100,4.68,ID,1675117741
532,makakilo city,21.3469,-158.0858,77.32,73,75,10.36,US,1675117742
533,talnakh,69.4865,88.3972,-3.84,96,100,9.73,RU,1675117743
534,jacareacanga,-6.2222,-57.7528,76.33,92,78,1.74,BR,1675117744
535,constantine,36.365,6.6147,36.81,87,20,3.44,DZ,1675117744
536,grand-lahou,5.1367,-5.0242,79.21,84,77,7.43,CI,1675117745
537,carauari,-4.8828,-66.8958,76.55,95,95,1.41,BR,1675117746
538,pandan niog,6.2282,120.5631,78.93,80,100,3.58,PH,1675117747
539,ambon,-3.6954,128.1814,77.14,94,20,5.75,ID,1675117748
540,taormina,37.8536,15.2885,53.62,69,39,8.84,IT,1675117748
541,disna,55.568,28.1971,33.76,90,100,15.95,BY,1675117749
542,namibe,-15.1961,12.1522,72.34,77,100,4.05,AO,1675117750
543,berlevag,70.8578,29.0864,35.55,64,75,12.66,NO,1675117751
544,sisimiut,66.9395,-53.6735,9.9,88,100,7.49,GL,1675117752
545,behshahr,36.6923,53.5526,46.8,77,97,7.16,IR,1675117753
546,katima mulilo,-17.5,24.2667,68.49,78,85,4.16,NA,1675117753
547,botwood,49.1499,-55.3482,31.89,85,55,8.21,CA,1675117756
548,araripe,-7.2125,-40.0461,76.95,51,95,4.81,BR,1675117757
549,shenjiamen,29.9576,122.298,50.59,67,0,19.24,CN,1675117758
550,george town,5.4112,100.3354,80.53,75,20,4.61,MY,1675117677
551,granicesti,47.8167,26.0667,34.38,68,100,4.09,RO,1675117760
552,sawakin,19.1059,37.3321,76.98,81,60,3.49,SD,1675117762
553,namwala,-15.7504,26.4384,64.89,97,96,2.62,ZM,1675117763
554,beyneu,45.3167,55.2,27.99,81,16,10.49,KZ,1675117764
555,kahului,20.8947,-156.47,74.84,92,75,4.0,US,1675117499
556,acarau,-2.8856,-40.12,79.97,78,26,10.0,BR,1675117770
557,cruzeiro do sul,-29.5128,-51.9853,87.53,59,25,5.88,BR,1675117770
558,taua,-5.9667,-40.3,79.79,56,49,9.26,BR,1675117772
559,monchegorsk,67.9397,32.8739,20.61,96,100,6.62,RU,1675117776
560,shakawe,-18.3667,21.85,67.82,89,74,4.65,BW,1675117778
561,waitara,-38.925,174.25,74.5,69,100,10.94,NZ,1675117779
562,sovetskaya gavan,48.9723,140.2878,-6.7,85,9,5.95,RU,1675117780
563,kismayo,-0.3582,42.5454,77.02,80,32,16.31,SO,1675117546
564,takoradi,4.8845,-1.7554,80.17,83,88,8.9,GH,1675117780
565,palencia,42.4167,-4.5,30.79,87,10,5.1,ES,1675117781
566,wladyslawowo,54.7909,18.4009,40.48,78,35,23.38,PL,1675117781
567,hondo,32.45,130.2,42.15,55,4,3.8,JP,1675117782
568,maneadero,31.7167,-116.5667,57.09,72,99,1.99,MX,1675117782
569,yakeshi,49.2833,120.7333,-2.11,99,100,1.34,CN,1675117782
570,jiayuguan,39.8167,98.3,18.05,47,41,3.56,CN,1675117783
571,phitsanulok,16.9167,100.5,55.51,50,26,2.89,TH,1675117783
572,camacha,33.0833,-16.3333,56.62,63,40,13.8,PT,1675117784
